Datum,Bron,LeeftijdGroep,Type,Aantal
2020-05-19,RIVM_report_20200519,90-94,Totaal,2320
2020-05-19,RIVM_report_20200519,95+,Totaal,764
2020-05-19,RIVM_report_20200519,Niet vermeld,Totaal,4
2020-05-19,RIVM_report_20200519,0-4,Ziekenhuisopname,45
2020-05-19,RIVM_report_20200519,5-9,Ziekenhuisopname,2
2020-05-19,RIVM_report_20200519,10-14,Ziekenhuisopname,7
2020-05-19,RIVM_report_20200519,15-19,Ziekenhuisopname,29
2020-05-19,RIVM_report_20200519,20-24,Ziekenhuisopname,59
2020-05-19,RIVM_report_20200519,25-29,Ziekenhuisopname,110
2020-05-19,RIVM_report_20200519,30-34,Ziekenhuisopname,154
2020-05-19,RIVM_report_20200519,35-39,Ziekenhuisopname,192
2020-05-19,RIVM_report_20200519,40-44,Ziekenhuisopname,279
2020-05-19,RIVM_report_20200519,45-49,Ziekenhuisopname,573
2020-05-19,RIVM_report_20200519,50-54,Ziekenhuisopname,841
2020-05-19,RIVM_report_20200519,55-59,Ziekenhuisopname,1122
2020-05-19,RIVM_report_20200519,60-64,Ziekenhuisopname,1277
2020-05-19,RIVM_report_20200519,65-69,Ziekenhuisopname,1331
2020-05-19,RIVM_report_20200519,70-74,Ziekenhuisopname,1676
2020-05-19,RIVM_report_20200519,75-79,Ziekenhuisopname,1608
2020-05-19,RIVM_report_20200519,80-84,Ziekenhuisopname,1225
2020-05-19,RIVM_report_20200519,85-89,Ziekenhuisopname,796
2020-05-19,RIVM_report_20200519,90-94,Ziekenhuisopname,246
2020-05-19,RIVM_report_20200519,95+,Ziekenhuisopname,41
2020-05-19,RIVM_report_20200519,Niet vermeld,Ziekenhuisopname,0
2020-05-19,RIVM_report_20200519,0-4,Overleden,0
2020-05-19,RIVM_report_20200519,5-9,Overleden,0
2020-05-19,RIVM_report_20200519,10-14,Overleden,0
2020-05-19,RIVM_report_20200519,15-19,Overleden,1
2020-05-19,RIVM_report_20200519,20-24,Overleden,0
2020-05-19,RIVM_report_20200519,25-29,Overleden,3
2020-05-19,RIVM_report_20200519,30-34,Overleden,3
2020-05-19,RIVM_report_20200519,35-39,Overleden,7
2020-05-19,RIVM_report_20200519,40-44,Overleden,5
2020-05-19,RIVM_report_20200519,45-49,Overleden,22
2020-05-19,RIVM_report_20200519,50-54,Overleden,42
2020-05-19,RIVM_report_20200519,55-59,Overleden,94
2020-05-19,RIVM_report_20200519,60-64,Overleden,154
2020-05-19,RIVM_report_20200519,65-69,Overleden,315
2020-05-19,RIVM_report_20200519,70-74,Overleden,596
2020-05-19,RIVM_report_20200519,75-79,Overleden,963
2020-05-19,RIVM_report_20200519,80-84,Overleden,1196
2020-05-19,RIVM_report_20200519,85-89,Overleden,1274
2020-05-19,RIVM_report_20200519,90-94,Overleden,758
2020-05-19,RIVM_report_20200519,95+,Overleden,282
2020-05-19,RIVM_report_20200519,Niet vermeld,Overleden,0
2020-05-20,RIVM_report_20200520,0-4,Totaal,82
2020-05-20,RIVM_report_20200520,5-9,Totaal,24
2020-05-20,RIVM_report_20200520,10-14,Totaal,65
2020-05-20,RIVM_report_20200520,15-19,Totaal,459
2020-05-20,RIVM_report_20200520,20-24,Totaal,1820
2020-05-20,RIVM_report_20200520,25-29,Totaal,2247
2020-05-20,RIVM_report_20200520,30-34,Totaal,2085
2020-05-20,RIVM_report_20200520,35-39,Totaal,1799
2020-05-20,RIVM_report_20200520,40-44,Totaal,2068
2020-05-20,RIVM_report_20200520,45-49,Totaal,3001
2020-05-20,RIVM_report_20200520,50-54,Totaal,3878
2020-05-20,RIVM_report_20200520,55-59,Totaal,4296
2020-05-20,RIVM_report_20200520,60-64,Totaal,3494
2020-05-20,RIVM_report_20200520,65-69,Totaal,2284
2020-05-20,RIVM_report_20200520,70-74,Totaal,2855
2020-05-20,RIVM_report_20200520,75-79,Totaal,3268
2020-05-20,RIVM_report_20200520,80-84,Totaal,3767
2020-05-20,RIVM_report_20200520,85-89,Totaal,3851
2020-05-20,RIVM_report_20200520,90-94,Totaal,2331
2020-05-20,RIVM_report_20200520,95+,Totaal,770
2020-05-20,RIVM_report_20200520,Niet vermeld,Totaal,3
2020-05-20,RIVM_report_20200520,0-4,Ziekenhuisopname,45
2020-05-20,RIVM_report_20200520,5-9,Ziekenhuisopname,2
2020-05-20,RIVM_report_20200520,10-14,Ziekenhuisopname,7
2020-05-20,RIVM_report_20200520,15-19,Ziekenhuisopname,29
2020-05-20,RIVM_report_20200520,20-24,Ziekenhuisopname,59
2020-05-20,RIVM_report_20200520,25-29,Ziekenhuisopname,110
2020-05-20,RIVM_report_20200520,30-34,Ziekenhuisopname,153
2020-05-20,RIVM_report_20200520,35-39,Ziekenhuisopname,192
2020-05-20,RIVM_report_20200520,40-44,Ziekenhuisopname,279
2020-05-20,RIVM_report_20200520,45-49,Ziekenhuisopname,574
2020-05-20,RIVM_report_20200520,50-54,Ziekenhuisopname,844
2020-05-20,RIVM_report_20200520,55-59,Ziekenhuisopname,1125
2020-05-20,RIVM_report_20200520,60-64,Ziekenhuisopname,1278
2020-05-20,RIVM_report_20200520,65-69,Ziekenhuisopname,1331
2020-05-20,RIVM_report_20200520,70-74,Ziekenhuisopname,1679
2020-05-20,RIVM_report_20200520,75-79,Ziekenhuisopname,1610
2020-05-20,RIVM_report_20200520,80-84,Ziekenhuisopname,1225
2020-05-20,RIVM_report_20200520,85-89,Ziekenhuisopname,797
2020-05-20,RIVM_report_20200520,90-94,Ziekenhuisopname,246
2020-05-20,RIVM_report_20200520,95+,Ziekenhuisopname,42
2020-05-20,RIVM_report_20200520,Niet vermeld,Ziekenhuisopname,0
2020-05-20,RIVM_report_20200520,0-4,Overleden,0
2020-05-20,RIVM_report_20200520,5-9,Overleden,0
2020-05-20,RIVM_report_20200520,10-14,Overleden,0
2020-05-20,RIVM_report_20200520,15-19,Overleden,1
2020-05-20,RIVM_report_20200520,20-24,Overleden,0
2020-05-20,RIVM_report_20200520,25-29,Overleden,3
2020-05-20,RIVM_report_20200520,30-34,Overleden,3
2020-05-20,RIVM_report_20200520,35-39,Overleden,7
2020-05-20,RIVM_report_20200520,40-44,Overleden,5
2020-05-20,RIVM_report_20200520,45-49,Overleden,22
2020-05-20,RIVM_report_20200520,50-54,Overleden,42
2020-05-20,RIVM_report_20200520,55-59,Overleden,94
2020-05-20,RIVM_report_20200520,60-64,Overleden,154
2020-05-20,RIVM_report_20200520,65-69,Overleden,316
2020-05-20,RIVM_report_20200520,70-74,Overleden,598
2020-05-20,RIVM_report_20200520,75-79,Overleden,963
2020-05-20,RIVM_report_20200520,80-84,Overleden,1205
2020-05-20,RIVM_report_20200520,85-89,Overleden,1283
2020-05-20,RIVM_report_20200520,90-94,Overleden,766
2020-05-20,RIVM_report_20200520,95+,Overleden,286
2020-05-20,RIVM_report_20200520,Niet vermeld,Overleden,0
2020-05-21,RIVM_report_20200521,0-4,Totaal,82
2020-05-21,RIVM_report_20200521,5-9,Totaal,25
2020-05-21,RIVM_report_20200521,10-14,Totaal,67
2020-05-21,RIVM_report_20200521,15-19,Totaal,468
2020-05-21,RIVM_report_20200521,20-24,Totaal,1843
2020-05-21,RIVM_report_20200521,25-29,Totaal,2267
2020-05-21,RIVM_report_20200521,30-34,Totaal,2103
2020-05-21,RIVM_report_20200521,35-39,Totaal,1815
2020-05-21,RIVM_report_20200521,40-44,Totaal,2084
2020-05-21,RIVM_report_20200521,45-49,Totaal,3018
2020-05-21,RIVM_report_20200521,50-54,Totaal,3900
2020-05-21,RIVM_report_20200521,55-59,Totaal,4317
2020-05-21,RIVM_report_20200521,60-64,Totaal,3517
2020-05-21,RIVM_report_20200521,65-69,Totaal,2292
2020-05-21,RIVM_report_20200521,70-74,Totaal,2860
2020-05-21,RIVM_report_20200521,75-79,Totaal,3281
2020-05-21,RIVM_report_20200521,80-84,Totaal,3775
2020-05-21,RIVM_report_20200521,85-89,Totaal,3863
2020-05-21,RIVM_report_20200521,90-94,Totaal,2346
2020-05-21,RIVM_report_20200521,95+,Totaal,774
2020-05-21,RIVM_report_20200521,Niet vermeld,Totaal,3
2020-05-21,RIVM_report_20200521,0-4,Ziekenhuisopname,45
2020-05-21,RIVM_report_20200521,5-9,Ziekenhuisopname,2
2020-05-21,RIVM_report_20200521,10-14,Ziekenhuisopname,8
2020-05-21,RIVM_report_20200521,15-19,Ziekenhuisopname,29
2020-05-21,RIVM_report_20200521,20-24,Ziekenhuisopname,59
2020-05-21,RIVM_report_20200521,25-29,Ziekenhuisopname,111
2020-05-21,RIVM_report_20200521,30-34,Ziekenhuisopname,153
2020-05-21,RIVM_report_20200521,35-39,Ziekenhuisopname,192
2020-05-21,RIVM_report_20200521,40-44,Ziekenhuisopname,280
2020-05-21,RIVM_report_20200521,45-49,Ziekenhuisopname,574
2020-05-21,RIVM_report_20200521,50-54,Ziekenhuisopname,846
2020-05-21,RIVM_report_20200521,55-59,Ziekenhuisopname,1126
2020-05-21,RIVM_report_20200521,60-64,Ziekenhuisopname,1280
2020-05-21,RIVM_report_20200521,65-69,Ziekenhuisopname,1331
2020-05-21,RIVM_report_20200521,70-74,Ziekenhuisopname,1681
2020-05-21,RIVM_report_20200521,75-79,Ziekenhuisopname,1611
2020-05-21,RIVM_report_20200521,80-84,Ziekenhuisopname,1226
2020-05-21,RIVM_report_20200521,85-89,Ziekenhuisopname,797
2020-05-21,RIVM_report_20200521,90-94,Ziekenhuisopname,247
2020-05-21,RIVM_report_20200521,95+,Ziekenhuisopname,42
2020-05-21,RIVM_report_20200521,Niet vermeld,Ziekenhuisopname,0
2020-05-21,RIVM_report_20200521,0-4,Overleden,0
2020-05-21,RIVM_report_20200521,5-9,Overleden,0
2020-05-21,RIVM_report_20200521,10-14,Overleden,0
2020-05-21,RIVM_report_20200521,15-19,Overleden,1
2020-05-21,RIVM_report_20200521,20-24,Overleden,0
2020-05-21,RIVM_report_20200521,25-29,Overleden,3
2020-05-21,RIVM_report_20200521,30-34,Overleden,3
2020-05-21,RIVM_report_20200521,35-39,Overleden,7
2020-05-21,RIVM_report_20200521,40-44,Overleden,5
2020-05-21,RIVM_report_20200521,45-49,Overleden,22
2020-05-21,RIVM_report_20200521,50-54,Overleden,43
2020-05-21,RIVM_report_20200521,55-59,Overleden,95
2020-05-21,RIVM_report_20200521,60-64,Overleden,156
2020-05-21,RIVM_report_20200521,65-69,Overleden,317
2020-05-21,RIVM_report_20200521,70-74,Overleden,602
2020-05-21,RIVM_report_20200521,75-79,Overleden,966
2020-05-21,RIVM_report_20200521,80-84,Overleden,1209
2020-05-21,RIVM_report_20200521,85-89,Overleden,1288
2020-05-21,RIVM_report_20200521,90-94,Overleden,772
2020-05-21,RIVM_report_20200521,95+,Overleden,286
2020-05-21,RIVM_report_20200521,Niet vermeld,Overleden,0
2020-05-22,RIVM_report_20200522,0-4,Totaal,83
2020-05-22,RIVM_report_20200522,5-9,Totaal,27
2020-05-22,RIVM_report_20200522,10-14,Totaal,69
2020-05-22,RIVM_report_20200522,15-19,Totaal,474
2020-05-22,RIVM_report_20200522,20-24,Totaal,1858
2020-05-22,RIVM_report_20200522,25-29,Totaal,2281
2020-05-22,RIVM_report_20200522,30-34,Totaal,2123
2020-05-22,RIVM_report_20200522,35-39,Totaal,1826
2020-05-22,RIVM_report_20200522,40-44,Totaal,2096
2020-05-22,RIVM_report_20200522,45-49,Totaal,3028
2020-05-22,RIVM_report_20200522,50-54,Totaal,3919
2020-05-22,RIVM_report_20200522,55-59,Totaal,4332
2020-05-22,RIVM_report_20200522,60-64,Totaal,3535
2020-05-22,RIVM_report_20200522,65-69,Totaal,2299
2020-05-22,RIVM_report_20200522,70-74,Totaal,2870
2020-05-22,RIVM_report_20200522,75-79,Totaal,3283
2020-05-22,RIVM_report_20200522,80-84,Totaal,3779
2020-05-22,RIVM_report_20200522,85-89,Totaal,3872
2020-05-22,RIVM_report_20200522,90-94,Totaal,2356
2020-05-22,RIVM_report_20200522,95+,Totaal,775
2020-05-22,RIVM_report_20200522,Niet vermeld,Totaal,3
2020-05-22,RIVM_report_20200522,0-4,Ziekenhuisopname,45
2020-05-22,RIVM_report_20200522,5-9,Ziekenhuisopname,2
2020-05-22,RIVM_report_20200522,10-14,Ziekenhuisopname,8
2020-05-22,RIVM_report_20200522,15-19,Ziekenhuisopname,29
2020-05-22,RIVM_report_20200522,20-24,Ziekenhuisopname,59
2020-05-22,RIVM_report_20200522,25-29,Ziekenhuisopname,110
2020-05-22,RIVM_report_20200522,30-34,Ziekenhuisopname,153
2020-05-22,RIVM_report_20200522,35-39,Ziekenhuisopname,192
2020-05-22,RIVM_report_20200522,40-44,Ziekenhuisopname,280
2020-05-22,RIVM_report_20200522,45-49,Ziekenhuisopname,574
2020-05-22,RIVM_report_20200522,50-54,Ziekenhuisopname,847
2020-05-22,RIVM_report_20200522,55-59,Ziekenhuisopname,1128
2020-05-22,RIVM_report_20200522,60-64,Ziekenhuisopname,1281
2020-05-22,RIVM_report_20200522,65-69,Ziekenhuisopname,1332
2020-05-22,RIVM_report_20200522,70-74,Ziekenhuisopname,1684
2020-05-22,RIVM_report_20200522,75-79,Ziekenhuisopname,1611
2020-05-22,RIVM_report_20200522,80-84,Ziekenhuisopname,1228
2020-05-22,RIVM_report_20200522,85-89,Ziekenhuisopname,796
2020-05-22,RIVM_report_20200522,90-94,Ziekenhuisopname,248
2020-05-22,RIVM_report_20200522,95+,Ziekenhuisopname,42
2020-05-22,RIVM_report_20200522,Niet vermeld,Ziekenhuisopname,0
2020-05-22,RIVM_report_20200522,0-4,Overleden,0
2020-05-22,RIVM_report_20200522,5-9,Overleden,0
2020-05-22,RIVM_report_20200522,10-14,Overleden,0
2020-05-22,RIVM_report_20200522,15-19,Overleden,1
2020-05-22,RIVM_report_20200522,20-24,Overleden,0
2020-05-22,RIVM_report_20200522,25-29,Overleden,3
2020-05-22,RIVM_report_20200522,30-34,Overleden,3
2020-05-22,RIVM_report_20200522,35-39,Overleden,7
2020-05-22,RIVM_report_20200522,40-44,Overleden,5
2020-05-22,RIVM_report_20200522,45-49,Overleden,22
2020-05-22,RIVM_report_20200522,50-54,Overleden,43
2020-05-22,RIVM_report_20200522,55-59,Overleden,95
2020-05-22,RIVM_report_20200522,60-64,Overleden,157
2020-05-22,RIVM_report_20200522,65-69,Overleden,317
2020-05-22,RIVM_report_20200522,70-74,Overleden,604
2020-05-22,RIVM_report_20200522,75-79,Overleden,969
2020-05-22,RIVM_report_20200522,80-84,Overleden,1211
2020-05-22,RIVM_report_20200522,85-89,Overleden,1289
2020-05-22,RIVM_report_20200522,90-94,Overleden,775
2020-05-22,RIVM_report_20200522,95+,Overleden,287
2020-05-22,RIVM_report_20200522,Niet vermeld,Overleden,0
2020-05-23,RIVM_report_20200523,0-4,Totaal,87
2020-05-23,RIVM_report_20200523,5-9,Totaal,28
2020-05-23,RIVM_report_20200523,10-14,Totaal,69
2020-05-23,RIVM_report_20200523,15-19,Totaal,474
2020-05-23,RIVM_report_20200523,20-24,Totaal,1872
2020-05-23,RIVM_report_20200523,25-29,Totaal,2300
2020-05-23,RIVM_report_20200523,30-34,Totaal,2131
2020-05-23,RIVM_report_20200523,35-39,Totaal,1834
2020-05-23,RIVM_report_20200523,40-44,Totaal,2100
2020-05-23,RIVM_report_20200523,45-49,Totaal,3041
2020-05-23,RIVM_report_20200523,50-54,Totaal,3936
2020-05-23,RIVM_report_20200523,55-59,Totaal,4354
2020-05-23,RIVM_report_20200523,60-64,Totaal,3551
2020-05-23,RIVM_report_20200523,65-69,Totaal,2308
2020-05-23,RIVM_report_20200523,70-74,Totaal,2874
2020-05-23,RIVM_report_20200523,75-79,Totaal,3291
2020-05-23,RIVM_report_20200523,80-84,Totaal,3784
2020-05-23,RIVM_report_20200523,85-89,Totaal,3883
2020-05-23,RIVM_report_20200523,90-94,Totaal,2365
2020-05-23,RIVM_report_20200523,95+,Totaal,779
2020-05-23,RIVM_report_20200523,Niet vermeld,Totaal,3
2020-05-23,RIVM_report_20200523,0-4,Ziekenhuisopname,45
2020-05-23,RIVM_report_20200523,5-9,Ziekenhuisopname,2
2020-05-23,RIVM_report_20200523,10-14,Ziekenhuisopname,8
2020-05-23,RIVM_report_20200523,15-19,Ziekenhuisopname,29
2020-05-23,RIVM_report_20200523,20-24,Ziekenhuisopname,59
2020-05-23,RIVM_report_20200523,25-29,Ziekenhuisopname,110
2020-05-23,RIVM_report_20200523,30-34,Ziekenhuisopname,153
2020-05-23,RIVM_report_20200523,35-39,Ziekenhuisopname,193
2020-05-23,RIVM_report_20200523,40-44,Ziekenhuisopname,280
2020-05-23,RIVM_report_20200523,45-49,Ziekenhuisopname,576
2020-05-23,RIVM_report_20200523,50-54,Ziekenhuisopname,847
2020-05-23,RIVM_report_20200523,55-59,Ziekenhuisopname,1130
2020-05-23,RIVM_report_20200523,60-64,Ziekenhuisopname,1282
2020-05-23,RIVM_report_20200523,65-69,Ziekenhuisopname,1333
2020-05-23,RIVM_report_20200523,70-74,Ziekenhuisopname,1684
2020-05-23,RIVM_report_20200523,75-79,Ziekenhuisopname,1612
2020-05-23,RIVM_report_20200523,80-84,Ziekenhuisopname,1228
2020-05-23,RIVM_report_20200523,85-89,Ziekenhuisopname,798
2020-05-23,RIVM_report_20200523,90-94,Ziekenhuisopname,247
2020-05-23,RIVM_report_20200523,95+,Ziekenhuisopname,43
2020-05-23,RIVM_report_20200523,Niet vermeld,Ziekenhuisopname,0
2020-05-23,RIVM_report_20200523,0-4,Overleden,0
2020-05-23,RIVM_report_20200523,5-9,Overleden,0
2020-05-23,RIVM_report_20200523,10-14,Overleden,0
2020-05-23,RIVM_report_20200523,15-19,Overleden,1
2020-05-23,RIVM_report_20200523,20-24,Overleden,0
2020-05-23,RIVM_report_20200523,25-29,Overleden,3
2020-05-23,RIVM_report_20200523,30-34,Overleden,3
2020-05-23,RIVM_report_20200523,35-39,Overleden,7
2020-05-23,RIVM_report_20200523,40-44,Overleden,5
2020-05-23,RIVM_report_20200523,45-49,Overleden,23
2020-05-23,RIVM_report_20200523,50-54,Overleden,44
2020-05-23,RIVM_report_20200523,55-59,Overleden,95
2020-05-23,RIVM_report_20200523,60-64,Overleden,157
2020-05-23,RIVM_report_20200523,65-69,Overleden,318
2020-05-23,RIVM_report_20200523,70-74,Overleden,605
2020-05-23,RIVM_report_20200523,75-79,Overleden,971
2020-05-23,RIVM_report_20200523,80-84,Overleden,1215
2020-05-23,RIVM_report_20200523,85-89,Overleden,1298
2020-05-23,RIVM_report_20200523,90-94,Overleden,778
2020-05-23,RIVM_report_20200523,95+,Overleden,288
2020-05-23,RIVM_report_20200523,Niet vermeld,Overleden,0
2020-05-24,RIVM_report_20200524,0-4,Totaal,88
2020-05-24,RIVM_report_20200524,5-9,Totaal,29
2020-05-24,RIVM_report_20200524,10-14,Totaal,72
2020-05-24,RIVM_report_20200524,15-19,Totaal,481
2020-05-24,RIVM_report_20200524,20-24,Totaal,1887
2020-05-24,RIVM_report_20200524,25-29,Totaal,2316
2020-05-24,RIVM_report_20200524,30-34,Totaal,2143
2020-05-24,RIVM_report_20200524,35-39,Totaal,1844
2020-05-24,RIVM_report_20200524,40-44,Totaal,2111
2020-05-24,RIVM_report_20200524,45-49,Totaal,3056
2020-05-24,RIVM_report_20200524,50-54,Totaal,3949
2020-05-24,RIVM_report_20200524,55-59,Totaal,4367
2020-05-24,RIVM_report_20200524,60-64,Totaal,3566
2020-05-24,RIVM_report_20200524,65-69,Totaal,2311
2020-05-24,RIVM_report_20200524,70-74,Totaal,2881
2020-05-24,RIVM_report_20200524,75-79,Totaal,3300
2020-05-24,RIVM_report_20200524,80-84,Totaal,3793
2020-05-24,RIVM_report_20200524,85-89,Totaal,3892
2020-05-24,RIVM_report_20200524,90-94,Totaal,2367
2020-05-24,RIVM_report_20200524,95+,Totaal,780
2020-05-24,RIVM_report_20200524,Niet vermeld,Totaal,3
2020-05-24,RIVM_report_20200524,0-4,Ziekenhuisopname,45
2020-05-24,RIVM_report_20200524,5-9,Ziekenhuisopname,2
2020-05-24,RIVM_report_20200524,10-14,Ziekenhuisopname,8
2020-05-24,RIVM_report_20200524,15-19,Ziekenhuisopname,29
2020-05-24,RIVM_report_20200524,20-24,Ziekenhuisopname,59
2020-05-24,RIVM_report_20200524,25-29,Ziekenhuisopname,110
2020-05-24,RIVM_report_20200524,30-34,Ziekenhuisopname,155
2020-05-24,RIVM_report_20200524,35-39,Ziekenhuisopname,193
2020-05-24,RIVM_report_20200524,40-44,Ziekenhuisopname,280
2020-05-24,RIVM_report_20200524,45-49,Ziekenhuisopname,579
2020-05-24,RIVM_report_20200524,50-54,Ziekenhuisopname,848
2020-05-24,RIVM_report_20200524,55-59,Ziekenhuisopname,1132
2020-05-24,RIVM_report_20200524,60-64,Ziekenhuisopname,1283
2020-05-24,RIVM_report_20200524,65-69,Ziekenhuisopname,1334
2020-05-24,RIVM_report_20200524,70-74,Ziekenhuisopname,1684
2020-05-24,RIVM_report_20200524,75-79,Ziekenhuisopname,1613
2020-05-24,RIVM_report_20200524,80-84,Ziekenhuisopname,1229
2020-05-24,RIVM_report_20200524,85-89,Ziekenhuisopname,798
2020-05-24,RIVM_report_20200524,90-94,Ziekenhuisopname,248
2020-05-24,RIVM_report_20200524,95+,Ziekenhuisopname,43
2020-05-24,RIVM_report_20200524,Niet vermeld,Ziekenhuisopname,0
2020-05-24,RIVM_report_20200524,0-4,Overleden,0
2020-05-24,RIVM_report_20200524,5-9,Overleden,0
2020-05-24,RIVM_report_20200524,10-14,Overleden,0
2020-05-24,RIVM_report_20200524,15-19,Overleden,1
2020-05-24,RIVM_report_20200524,20-24,Overleden,0
2020-05-24,RIVM_report_20200524,25-29,Overleden,3
2020-05-24,RIVM_report_20200524,30-34,Overleden,3
2020-05-24,RIVM_report_20200524,35-39,Overleden,7
2020-05-24,RIVM_report_20200524,40-44,Overleden,5
2020-05-24,RIVM_report_20200524,45-49,Overleden,23
2020-05-24,RIVM_report_20200524,50-54,Overleden,44
2020-05-24,RIVM_report_20200524,55-59,Overleden,96
2020-05-24,RIVM_report_20200524,60-64,Overleden,158
2020-05-24,RIVM_report_20200524,65-69,Overleden,319
2020-05-24,RIVM_report_20200524,70-74,Overleden,606
2020-05-24,RIVM_report_20200524,75-79,Overleden,973
2020-05-24,RIVM_report_20200524,80-84,Overleden,1217
2020-05-24,RIVM_report_20200524,85-89,Overleden,1299
2020-05-24,RIVM_report_20200524,90-94,Overleden,780
2020-05-24,RIVM_report_20200524,95+,Overleden,288
2020-05-24,RIVM_report_20200524,Niet vermeld,Overleden,0
2020-05-25,RIVM_report_20200525,0-4,Totaal,89
2020-05-25,RIVM_report_20200525,5-9,Totaal,30
2020-05-25,RIVM_report_20200525,10-14,Totaal,74
2020-05-25,RIVM_report_20200525,15-19,Totaal,492
2020-05-25,RIVM_report_20200525,20-24,Totaal,1904
2020-05-25,RIVM_report_20200525,25-29,Totaal,2340
2020-05-25,RIVM_report_20200525,30-34,Totaal,2157
2020-05-25,RIVM_report_20200525,35-39,Totaal,1862
2020-05-25,RIVM_report_20200525,40-44,Totaal,2130
2020-05-25,RIVM_report_20200525,45-49,Totaal,3084
2020-05-25,RIVM_report_20200525,50-54,Totaal,3967
2020-05-25,RIVM_report_20200525,55-59,Totaal,4377
2020-05-25,RIVM_report_20200525,60-64,Totaal,3575
2020-05-25,RIVM_report_20200525,65-69,Totaal,2320
2020-05-25,RIVM_report_20200525,70-74,Totaal,2887
2020-05-25,RIVM_report_20200525,75-79,Totaal,3307
2020-05-25,RIVM_report_20200525,80-84,Totaal,3798
2020-05-25,RIVM_report_20200525,85-89,Totaal,3898
2020-05-25,RIVM_report_20200525,90-94,Totaal,2370
2020-05-25,RIVM_report_20200525,95+,Totaal,781
2020-05-25,RIVM_report_20200525,Niet vermeld,Totaal,3
2020-05-25,RIVM_report_20200525,0-4,Ziekenhuisopname,45
2020-05-25,RIVM_report_20200525,5-9,Ziekenhuisopname,2
2020-05-25,RIVM_report_20200525,10-14,Ziekenhuisopname,8
2020-05-25,RIVM_report_20200525,15-19,Ziekenhuisopname,29
2020-05-25,RIVM_report_20200525,20-24,Ziekenhuisopname,59
2020-05-25,RIVM_report_20200525,25-29,Ziekenhuisopname,110
2020-05-25,RIVM_report_20200525,30-34,Ziekenhuisopname,155
2020-05-25,RIVM_report_20200525,35-39,Ziekenhuisopname,193
2020-05-25,RIVM_report_20200525,40-44,Ziekenhuisopname,280
2020-05-25,RIVM_report_20200525,45-49,Ziekenhuisopname,579
2020-05-25,RIVM_report_20200525,50-54,Ziekenhuisopname,849
2020-05-25,RIVM_report_20200525,55-59,Ziekenhuisopname,1132
2020-05-25,RIVM_report_20200525,60-64,Ziekenhuisopname,1286
2020-05-25,RIVM_report_20200525,65-69,Ziekenhuisopname,1336
2020-05-25,RIVM_report_20200525,70-74,Ziekenhuisopname,1684
2020-05-25,RIVM_report_20200525,75-79,Ziekenhuisopname,1612
2020-05-25,RIVM_report_20200525,80-84,Ziekenhuisopname,1231
2020-05-25,RIVM_report_20200525,85-89,Ziekenhuisopname,799
2020-05-25,RIVM_report_20200525,90-94,Ziekenhuisopname,248
2020-05-25,RIVM_report_20200525,95+,Ziekenhuisopname,43
2020-05-25,RIVM_report_20200525,Niet vermeld,Ziekenhuisopname,0
